payment_type,profit_per_order,sales_per_customer,category_id,category_name,customer_city,customer_country,customer_segment,customer_state,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date,order_item_discount,order_item_discount_rate,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total_amount,order_profit_per_order,order_region,order_state,order_status,product_category_id,product_name,product_price,shipping_date,shipping_mode,label,shipping_duration,high_volume_customer,high_profit_margin
2,0.7819532446087776,0.0381229485301951,46.0,29,331,0,2,22,75183.29,7.0,3,38.368904,-91.00785,4,1348,143,9286.892,2016-06-28 00:00:00+01:00,0.024,0.16,0.0200954773869346,-0.5298612,0.25,99.96,0.0385096041397153,-52.90052,18,399,5,46.0,63,49.98,2016-08-28 00:00:00+01:00,2,0,61.0,0,0
2,0.7976993868130354,0.0998933103870424,48.0,45,64,1,1,34,725.0,7.0,3,18.359049,-66.37055,4,2598,24,1355.5917,,0.004,0.01,0.0954773869346733,0.13,0.0,199.99,0.0996106959896507,34.132206,0,677,5,48.0,66,199.99,,3,1,11.0,0,0
1,0.7941635546471304,0.0407151152963098,46.0,29,64,1,0,34,725.0,7.0,3,18.227589,-66.37059,4,641,143,3196.5266,2016-08-10 00:00:00+01:00,0.02,0.1244532,0.0200954773869346,0.19639231,0.25,99.96,0.0411415078913324,17.004929,6,633,1,46.0,63,49.98,2016-05-09 00:00:00+01:00,3,1,-93.0,0,0
1,0.7952670955147785,0.0733257352324989,24.0,46,64,1,0,34,725.0,5.0,6,18.224426,-66.37058,1,2406,97,3945.064,,0.108,0.25,0.0201055276381909,0.13,0.75,200.0,0.0789027166882276,18.669743,22,839,1,24.0,55,50.0,2015-05-07 00:00:00+01:00,2,1,11.0,0,0
3,0.8232969409549181,0.1431938686252486,43.0,9,214,0,0,9,45011.73,7.0,3,33.800255,-89.93306,2,2461,18,4243.761,2015-04-07 00:00:00+01:00,0.0182,0.04,0.1457236180904522,0.49,0.0,299.98,0.1451280724450194,136.7575,12,166,4,43.0,20,299.98,2015-04-05 00:00:00+01:00,3,1,-2.0,0,1
3,0.7732586156213398,0.0163844489856959,29.0,37,64,1,2,34,725.0,5.0,6,18.21544,-66.370605,1,305,7,9262.717,,0.0012,0.02,0.0150753768844221,-1.55,0.0,39.99,0.0164712636481241,-63.16134,22,930,4,29.0,97,39.99,2017-08-24 00:00:00+01:00,3,1,11.0,0,0
3,0.8222782215281446,0.2006735577968328,9.0,10,64,1,1,34,725.0,3.0,5,18.291733,-66.37051,1,69,52,11369.284,2017-07-02 00:00:00+01:00,0.0096,0.01,0.0452261306532663,0.34,0.75,399.98,0.1990507529107374,134.2692,22,514,6,9.0,57,99.99,2017-05-25 00:00:00+01:00,3,-1,-38.0,0,1
0,0.7997951319385435,0.0577862464784423,46.0,29,64,1,0,34,725.0,7.0,3,18.26102,-66.37053,3,2075,138,11415.853,,0.049797272,0.2,0.0200954773869346,0.33,0.5,149.94,0.0575838395860284,34.29977,20,820,0,46.0,63,49.98,,3,1,11.0,0,1
0,0.8044411648255747,0.1923873918298178,45.0,18,64,1,0,34,725.0,7.0,3,18.208336,-66.37063,1,2429,70,7119.2686,2015-08-06 00:00:00+01:00,0.04,0.05,0.1959748743718593,0.18,0.0,399.98,0.1923514307891332,68.079765,17,492,0,45.0,23,399.98,,2,1,11.0,0,0
1,0.783848165032267,0.1199027651772655,17.0,12,59,0,0,38,68382.13,4.0,0,31.773705,-96.860756,1,1185,48,2364.555,2015-05-27 00:00:00+01:00,0.104,0.18,0.0251256281407035,-0.2,1.0,299.95,0.1228986080206985,-43.779682,22,757,1,17.0,67,59.99,2015-06-10 00:00:00+01:00,3,1,14.0,0,0
0,0.7927290349769194,0.0139310431487607,29.0,37,280,0,0,3,91766.18,5.0,6,34.008186,-118.570984,2,386,4,4706.3535,2015-06-30 00:00:00+01:00,0.009,0.13,0.0150753768844221,0.26,0.0,39.99,0.0141346804657179,7.0017447,12,148,0,29.0,97,39.99,2015-10-19 00:00:00+01:00,2,1,111.0,0,0
0,0.7953362643823347,0.0201273847031646,24.0,46,446,0,2,3,93307.03,5.0,6,36.95513,-121.41209,4,885,24,6994.058,2016-09-10 00:00:00+01:00,0.0072,0.07,0.0201055276381909,0.45,0.0,50.0,0.0203101200517464,22.474792,0,677,0,24.0,55,50.0,,0,1,11.0,0,1
1,0.8117570332774499,0.0939978397762988,46.0,29,202,0,1,3,91640.64,7.0,3,34.001717,-117.94386,1,2658,142,1683.0499,2015-06-02 00:00:00+01:00,0.12,0.25,0.0200954773869346,0.48,1.0,249.9,0.0943638033635187,93.87074,10,281,2,46.0,63,49.98,2015-07-21 00:00:00+01:00,3,1,49.0,0,1
3,0.7923571165514549,0.0258013232181656,3.0,3,64,1,1,34,725.0,2.0,4,18.291365,-66.37051,1,1614,52,2278.7285,2015-07-19 00:00:00+01:00,0.011980714,0.07,0.0251256281407035,0.12902187,0.0,59.99,0.0270001966364812,8.443416,22,653,6,3.0,109,59.99,2015-08-05 00:00:00+01:00,3,1,17.0,0,0
2,0.8030706526881474,0.0841878899931292,46.0,29,141,0,2,38,78226.31,7.0,3,25.889109,-98.404945,4,2134,143,1552.6444,2016-07-19 00:00:00+01:00,0.033,0.09,0.0200954773869346,0.34,0.75,179.97,0.0864579560155239,57.962494,21,165,5,46.0,63,49.98,2016-09-04 00:00:00+01:00,3,-1,47.0,0,1
1,0.7772001368761914,0.0940335400317727,29.0,37,64,1,1,34,725.0,5.0,6,18.22465,-66.37052,4,1431,143,9838.391,2016-06-26 00:00:00+01:00,0.0064286026,0.01,0.0150753768844221,-0.26514685,1.0,199.95,0.0954755446313065,-78.644165,21,165,1,29.0,97,39.99,2016-06-19 00:00:00+01:00,3,-1,-7.0,0,0
2,0.7992654732103898,0.2006735577968328,9.0,10,64,1,0,34,725.0,3.0,5,18.282887,-66.37059,2,386,4,1014.5933,2017-05-07 00:00:00+01:00,0.0,0.0,0.0452261306532663,0.08,0.75,376.9117,0.1989598965071151,40.43771,12,148,5,9.0,57,99.99,2017-05-02 00:00:00+01:00,1,0,-5.0,0,0
1,0.7993726346370255,0.0546830939211007,18.0,33,234,1,0,34,725.0,4.0,0,18.227581,-66.3706,4,1048,143,3543.6372,2016-04-12 00:00:00+01:00,0.035726292,0.13,0.0603015075376884,0.34,0.0,129.99,0.0557257438551099,36.790833,18,886,1,18.0,52,129.99,2016-08-28 00:00:00+01:00,2,1,138.0,0,1
3,0.7992783087981995,0.0348877940711606,72.0,36,172,0,2,3,95017.48,11.0,9,36.08941,-121.51622,3,2389,27,16510.441,2017-10-03 00:00:00+01:00,0.01,0.05,0.0251256281407035,0.48,0.0,79.95779,0.0385517050452781,41.82491,7,306,6,71.0,0,99.99,2017-04-29 00:00:00+01:00,3,0,-157.0,0,1
2,0.8105438017591806,0.0981701880649388,48.0,45,427,0,0,32,95124.75,7.0,3,45.31266,-122.6591,4,2145,143,10876.152,,0.0078,0.01,0.0954773869346733,0.43,0.0,199.99,0.0991449935316947,88.81059,21,165,5,48.0,66,164.38,,0,1,11.0,0,1
2,0.8041280113910387,0.1965267681162662,45.0,18,64,1,0,34,725.0,7.0,3,18.250885,-66.3706,1,2624,48,4191.9146,2015-05-29 00:00:00+01:00,0.02,0.03,0.1959748743718593,0.15,0.0,399.98,0.1960974385510996,63.58813,22,645,5,45.0,23,399.98,2015-07-26 00:00:00+01:00,3,-1,58.0,0,0
2,0.8243652688147348,0.1654702896380674,17.0,12,276,0,2,13,33099.87,4.0,0,41.269356,-86.0829,2,2427,90,9448.036,2017-04-01 00:00:00+01:00,0.0,0.0,0.0251256281407035,0.49,1.0,299.95,0.1513583441138422,152.01273,3,224,5,17.0,67,59.99,2017-03-28 00:00:00+01:00,3,0,-4.0,0,1
2,0.8071311058034587,0.1369962400807764,43.0,9,509,0,2,29,11232.4795,7.0,3,40.9895,-73.94415,3,539,6,9375.889,2016-06-12 00:00:00+01:00,0.065,0.1,0.1457236180904522,0.27,0.0,299.98,0.1327244501940492,72.12192,11,144,5,43.0,20,299.98,,2,1,11.0,0,0
2,0.816029853248513,0.205143389232268,62.0,8,443,0,2,29,10752.382,10.0,10,40.87467,-73.846146,1,2578,142,13347.84,2017-10-06 00:00:00+01:00,0.054,0.06,0.2221356783919598,0.26,0.0,452.04,0.2030996119016817,114.60948,10,281,5,62.0,105,452.04,2017-09-06 00:00:00+01:00,2,0,-30.0,0,0
0,0.8000806416645615,0.0528767779932161,18.0,33,64,1,1,34,725.0,4.0,0,18.287594,-66.37057,2,1341,31,9570.349,,0.038380932,0.16,0.0603015075376884,0.36,0.0,129.99,0.0532988357050452,42.655853,1,498,0,18.0,52,129.99,,1,0,11.0,0,1
2,0.7794169540454263,0.1212177107820193,24.0,46,280,0,0,38,84118.17,5.0,6,30.032766,-99.485176,2,2282,40,6519.027,,0.016,0.03,0.0201055276381909,-0.2,1.0,250.0,0.1203053040103492,-45.540977,3,778,5,24.0,55,50.0,2015-04-04 00:00:00+01:00,3,-1,11.0,0,0
1,0.7899023802448155,0.06102262269796,18.0,33,233,0,0,3,93237.24,4.0,0,33.73298,-117.43537,3,2348,6,8806.35,2016-07-19 00:00:00+01:00,0.008,0.03,0.0603015075376884,-0.13681106,0.0,129.99,0.061346468305304,-16.931726,11,632,1,18.0,52,129.99,2016-10-12 00:00:00+01:00,0,1,85.0,0,0
1,0.703397368118871,0.0867872475444604,48.0,45,316,0,0,24,22898.275,7.0,3,35.966595,-79.79479,2,1125,28,2907.0195,2015-06-22 00:00:00+01:00,0.053997112,0.13,0.0954773869346733,-1.7,0.0,199.99,0.0861584631306597,-370.6266,12,130,1,48.0,66,199.99,2015-06-17 00:00:00+01:00,0,-1,-5.0,0,0
1,0.8179003490802196,0.1760926169574148,45.0,18,97,0,0,29,11218.829,7.0,3,40.715042,-73.575165,2,2304,40,4348.406,2015-04-14 00:00:00+01:00,0.09839972,0.13,0.1959748743718593,0.34,0.0,399.98,0.1782596119016817,127.63385,3,778,1,45.0,23,399.98,,3,1,11.0,0,1
1,0.8014504604643685,0.2235277265635513,9.0,10,64,1,1,34,725.0,3.0,5,18.219215,-66.03706,1,205,48,1334.9938,2017-07-08 00:00:00+01:00,0.136,0.13,0.0452261306532663,0.11,1.0,499.95,0.2241628874514877,48.056244,22,81,1,9.0,57,99.99,2017-07-14 00:00:00+01:00,1,1,6.0,0,0
0,0.8036802850056266,0.0566018118134359,18.0,33,64,1,0,34,725.0,4.0,0,18.258797,-66.370514,2,1894,146,9636.159,,0.018,0.07,0.0603015075376884,0.47,0.0,129.99,0.0596895213454075,58.831463,12,980,0,18.0,52,129.99,,2,1,11.0,0,1
2,0.7781902269021427,0.0719078097144783,29.0,37,458,0,0,38,77082.56,5.0,6,29.885313,-97.687706,3,2345,27,11260.108,,0.016,0.04,0.0150753768844221,-0.49390125,0.75,129.99,0.0667542302716688,-53.72257,7,19,5,29.0,97,39.99,2016-04-27 00:00:00+01:00,3,-1,11.0,0,0
1,0.7912944363043428,0.070214387561408,46.0,29,224,0,0,8,33162.84,7.0,3,26.191748,-80.25561,1,305,7,4279.424,2015-10-15 00:00:00+01:00,0.0384,0.1,0.0200954773869346,0.08,0.5,150.0,0.0713879689521345,1.7585586,22,930,1,46.0,63,49.98,2015-06-17 00:00:00+01:00,2,1,-120.0,0,0
2,0.7954265925636727,0.0950600466234775,48.0,45,242,0,1,43,62096.594,7.0,3,39.29632,-105.05781,3,667,70,9219.573,2016-07-09 00:00:00+01:00,0.02998,0.07,0.0954773869346733,0.1,0.0,199.99,0.0938997930142302,26.899242,7,144,5,48.0,66,199.99,,0,1,11.0,0,0
3,0.8172724777805848,0.1136904237374833,17.0,12,64,1,0,34,725.0,4.0,0,18.26909,-66.37063,1,1987,142,11205.386,2016-05-25 00:00:00+01:00,0.119570672,0.18,0.0251256281407035,0.48,1.0,299.95,0.1228669702457956,113.307434,10,281,6,17.0,67,59.99,,3,-1,11.0,0,1
2,0.8110849551018533,0.1049931457217883,17.0,12,64,1,0,34,725.0,4.0,0,18.296978,-66.382065,2,718,56,9466.415,2017-04-26 00:00:00+01:00,0.033862248,0.07,0.0251256281407035,0.41,0.75,239.96,0.1086261319534282,92.22111,3,271,5,17.0,67,59.99,,3,1,11.0,0,1
1,0.8020978113588866,0.0547597252235409,29.0,21,386,0,1,37,33182.605,5.0,6,34.26929,-84.2785,2,2561,56,7464.377,,0.052,0.18,0.0100525592964824,0.47,1.0,129.99,0.0546442432082794,51.588203,3,346,1,24.0,54,29.993483,2017-04-22 00:00:00+01:00,2,1,11.0,0,1
1,0.8076951151735067,0.0934948213129684,48.0,45,57,0,0,29,11207.317,7.0,3,39.95107,-74.40035,1,2236,125,3433.309,2016-10-08 00:00:00+01:00,0.022240288,0.05,0.0954773869346733,0.36524597,0.0,199.99,0.0944232910737386,75.618935,17,925,1,48.0,66,199.99,,2,0,11.0,0,1
2,0.7931999609581334,0.0464104035580589,17.0,12,64,1,0,34,725.0,4.0,0,18.246756,-66.370514,2,2196,37,4379.5444,2017-03-30 00:00:00+01:00,0.0432,0.18,0.0251256281407035,0.11,0.25,119.97,0.0465717981888745,7.047883,1,789,6,17.0,67,59.99,,3,0,11.0,0,0
1,0.7959482162460096,0.0495117597133341,29.0,37,64,1,0,34,725.0,5.0,6,18.283972,-66.37055,3,509,27,3003.485,,0.0264,0.13,0.0150753768844221,0.24191768,0.5,119.97,0.051280724450194,23.59097,7,88,2,26.0,97,39.99,,0,1,11.0,0,0
1,0.8037952428633764,0.1307847165992838,43.0,9,434,0,0,19,26607.775,7.0,3,39.931015,-82.01707,1,1466,125,6812.7456,2015-06-28 00:00:00+01:00,0.06,0.1,0.1457236180904522,0.21,0.0,299.98,0.1358292367399741,60.046757,17,529,1,43.0,20,299.98,2015-10-09 00:00:00+01:00,2,0,103.0,0,0
2,0.7912843002778862,0.0004284796845651,74.0,42,64,1,0,34,725.0,7.0,3,18.292513,-66.037056,3,394,98,19612.79,,0.006,0.25,0.0007788944723618,0.3,0.0,11.54,0.0009567808538162,0.0,11,943,5,73.0,96,11.54,,0,1,11.0,0,0
1,0.7776751670762235,0.1900233681261279,45.0,18,509,0,0,3,91990.7,7.0,3,34.03266,-118.242905,1,1975,33,11739.397,,0.053889206,0.07,0.1959748743718593,-0.21,0.0,399.98,0.1844708926261319,-49.546528,8,889,1,45.0,23,399.98,,3,0,11.0,0,0
1,0.8096989366832786,0.0836796376321358,48.0,45,400,0,0,3,92707.125,7.0,3,32.970078,-117.19793,3,775,65,7688.4473,,0.07198,0.16,0.0954773869346733,0.48,0.0,199.99,0.0830530401034929,90.21123,15,448,1,48.0,66,199.99,,3,1,11.0,0,1
2,0.8083382839951313,0.1494217409186302,9.0,10,172,0,1,3,93583.016,3.0,5,37.782127,-121.41761,2,944,31,4086.8174,2017-06-10 00:00:00+01:00,0.018124358,0.04,0.0452261306532663,0.27,0.5,299.97,0.1435912031047865,77.983536,1,344,5,9.0,57,99.99,2017-09-15 00:00:00+01:00,3,-1,97.0,0,0
2,0.7964618673495166,0.0254907061461765,17.0,12,183,0,0,3,93284.734,4.0,0,36.142513,-120.521416,1,1120,70,6790.108,2017-08-17 00:00:00+01:00,0.0072,0.06,0.0251256281407035,0.46,0.0,59.99,0.0236563389391979,29.368465,17,794,5,17.0,67,59.99,2017-08-06 00:00:00+01:00,2,1,-11.0,0,1
2,0.7513249546425372,0.0453667146653219,46.0,29,64,1,0,34,725.0,7.0,3,18.242287,-66.370514,4,2145,143,7406.64,2016-04-12 00:00:00+01:00,0.0072,0.03,0.0200954773869346,-1.6,0.25,99.96,0.0468324320827943,-168.3577,21,165,5,46.0,63,49.98,2016-04-23 00:00:00+01:00,3,-1,11.0,0,0
2,0.7996879353742278,0.0562417962730981,18.0,33,482,0,1,8,33238.15,4.0,0,23.625154,-80.4887,3,2156,27,5309.566,,0.026,0.1,0.0603015075376884,0.34,0.0,129.99,0.055722618369987,38.850132,7,669,5,18.0,52,129.99,,3,1,11.0,0,1
3,0.7980650520175459,0.0391475034112976,24.0,46,73,0,0,3,91765.984,5.0,6,33.936096,-117.40772,2,2196,37,12000.725,,0.026,0.15,0.0201055276381909,0.37,0.25,100.0,0.0390688227684346,29.70624,1,789,6,24.0,55,50.0,,3,-1,11.0,0,1
1,0.7879938998231634,0.034488247331461,40.0,0,476,0,0,13,60638.18,6.0,8,42.733643,-88.29175,3,539,6,4871.3975,,0.0120858412,0.09,0.007537688442211,-0.3113422,0.5,79.95199,0.0313723337645536,-11.8823,11,537,1,37.0,83,24.99,,3,-1,11.0,0,0
2,0.817601670532577,0.2006735577968328,9.0,10,10,0,0,20,48232.332,3.0,5,42.628365,-82.925545,3,1496,46,5752.667,2016-04-21 00:00:00+01:00,0.0,0.0,0.0452261306532663,0.31,0.75,399.96,0.2010297542043984,115.869896,15,174,5,9.0,57,99.99,2016-07-16 00:00:00+01:00,3,-1,86.0,0,1
2,0.8215572675286499,0.1424316919848554,17.0,12,86,0,0,13,70117.766,4.0,0,40.692623,-88.33216,2,1310,90,547.22473,2017-07-19 00:00:00+01:00,0.0165,0.03,0.0251256281407035,0.47,1.0,299.95,0.1451361345407503,135.51562,3,622,5,17.0,67,59.99,2017-10-16 00:00:00+01:00,3,0,89.0,0,1
3,0.7990566525044209,0.0475723754318093,18.0,33,167,0,0,3,94104.81,4.0,0,36.24599,-122.37901,4,794,143,4513.015,2016-06-11 00:00:00+01:00,0.042,0.2,0.0603015075376884,0.35,0.0,129.99,0.0499353169469598,38.98294,14,935,4,18.0,52,129.99,2016-05-26 00:00:00+01:00,3,0,-16.0,0,1
1,0.7915199254989321,0.0176807705085084,24.0,46,500,0,1,32,95120.3,5.0,6,44.916176,-122.130936,2,2695,107,8455.768,2015-04-09 00:00:00+01:00,0.0144,0.16,0.0201055276381909,0.1,0.0,50.0,0.0176114799482535,3.4188378,12,243,1,24.0,55,50.0,,3,0,11.0,0,0
1,0.7876027744987714,0.0567257066095499,17.0,12,64,1,1,34,725.0,4.0,0,18.241066,-66.37063,2,1367,90,11899.726,2015-04-01 00:00:00+01:00,0.0036,0.01,0.0251256281407035,-0.11,0.25,119.98,0.0573350582147477,-14.449041,3,341,1,17.0,67,59.99,,2,1,11.0,0,0
1,0.8087634430333234,0.0836726176863089,46.0,29,283,0,1,3,91775.21,7.0,3,33.607002,-111.96832,4,436,143,1012.6496,2016-07-12 00:00:00+01:00,0.072,0.17,0.0200954773869346,0.46,0.75,199.98,0.0871927554980595,89.17666,18,583,1,46.0,63,49.98,2016-04-09 00:00:00+01:00,3,0,-94.0,0,1
2,0.7930472659210436,0.0112319889066136,6.0,31,142,0,0,3,92735.63,2.0,4,35.063145,-119.81669,3,1683,6,1393.4202,2015-06-11 00:00:00+01:00,0.006,0.1,0.0105979899497487,0.46,0.0,39.75,0.0112919777490297,7.375732,11,99,5,4.252347,68,31.99,2015-10-12 00:00:00+01:00,0,1,123.0,0,1
1,0.8086686884229383,0.0803399139358161,30.0,24,64,0,0,30,48826.586,6.0,8,36.91083,-82.12771,1,2334,48,3361.7375,2017-09-30 00:00:00+01:00,0.027101134,0.09,0.0775829145728643,0.49,0.0,179.97,0.0772112496765847,81.59647,22,725,1,35.0,78,129.99,2017-09-24 00:00:00+01:00,0,1,-6.0,0,1
1,0.7949496433410651,0.0149189540161855,29.0,37,64,1,1,34,725.0,5.0,6,18.242151,-66.37054,3,1732,6,10824.995,2016-05-13 00:00:00+01:00,0.004,0.05,0.0150753768844221,0.49,0.0,39.99,0.0161281205692108,21.7159,11,632,1,29.0,97,39.99,2016-05-30 00:00:00+01:00,0,1,17.0,0,1
1,0.799460680247112,0.0522037743372397,18.0,33,263,0,0,29,19027.12,4.0,0,38.90401,-78.66653,0,2717,122,5415.476,2016-06-10 00:00:00+01:00,0.0468,0.17,0.0603015075376884,0.35,0.0,129.99,0.0519534282018111,35.52062,5,168,1,18.0,52,129.99,,0,1,11.0,0,1
1,0.7941500126311921,0.0192290785778868,24.0,21,64,1,1,34,725.0,5.0,6,18.255629,-66.370544,4,1048,143,8685.984,2016-05-13 00:00:00+01:00,0.0338,0.25,0.0100552763819095,0.35,0.25,59.99,0.0199076496765847,19.922056,18,886,1,24.0,54,30.0,2016-04-19 00:00:00+01:00,0,1,-24.0,0,1
2,0.8027803860551639,0.0826440403141241,24.0,46,64,1,0,34,725.0,5.0,6,18.231432,-66.37061,1,1417,142,3328.2913,2017-08-05 00:00:00+01:00,0.0,0.0,0.0201055276381909,0.3393657,0.5,179.97,0.0840879689521345,58.509224,10,281,5,24.0,55,50.0,2017-08-22 00:00:00+01:00,1,1,17.0,0,1
3,0.7964447474909859,0.0484711407526586,18.0,33,298,0,0,41,98088.57,4.0,0,47.733566,-121.42818,2,1432,90,9354.041,2015-05-14 00:00:00+01:00,0.044,0.18,0.0603015075376884,0.26,0.0,129.99,0.0504503337645536,26.665413,3,949,6,18.0,52,129.99,,2,1,11.0,0,0
1,0.8314199297246401,0.1882488749172685,45.0,18,505,0,0,37,45857.35,7.0,3,35.23335,-93.18816,1,2354,48,10215.886,2015-05-31 00:00:00+01:00,0.06,0.07,0.1959748743718593,0.48,0.0,399.98,0.1886106080206986,182.45679,22,529,1,45.0,23,399.98,2015-06-14 00:00:00+01:00,3,1,14.0,0,1
3,0.7832925639023494,0.0522037743372397,18.0,33,444,0,1,3,92940.2,4.0,0,33.720757,-117.98388,4,1761,143,1396.3579,,0.0468,0.13,0.0603015075376884,-0.19,0.0,129.99,0.0547943078913324,-44.64016,14,589,6,18.0,52,129.99,2016-07-31 00:00:00+01:00,2,1,11.0,0,0
1,0.7953172496153228,0.1463155701987392,10.605189,33,216,0,0,3,91916.625,3.0,5,33.82357,-117.287,2,2167,61,3568.9875,2017-03-27 00:00:00+01:00,0.0576,0.1,0.0251256281407035,0.06,1.0,299.98,0.1498007761966365,20.31697,3,234,2,12.0,44,59.99,2017-06-02 00:00:00+01:00,2,1,67.0,0,0
0,0.7964139643570723,0.0446695522488764,17.0,12,64,1,0,34,725.0,4.0,0,18.253363,-66.37052,3,1732,6,7094.986,,0.047452068,0.2,0.0251256281407035,0.27,0.25,119.98,0.0452726442432082,25.24794,11,632,0,17.0,67,59.99,,2,0,11.0,0,0
3,0.7873804340536941,0.1185859248083724,9.0,10,22,0,2,28,67248.43,3.0,5,37.34014,-122.35548,2,536,61,1008.3764,2015-05-29 00:00:00+01:00,0.124965286,0.2,0.0452261306532663,-0.03,0.5,299.97,0.1229680724450194,-11.65568,3,234,4,9.0,57,99.99,,3,1,11.0,0,0
0,0.8013377741542843,0.1613287286782126,43.0,9,64,1,1,34,725.0,7.0,3,18.205212,-66.37055,1,668,48,230.02678,2015-05-13 00:00:00+01:00,0.0,0.0,0.1457236180904522,0.13,0.0,299.98,0.1552832600258732,45.20538,22,497,0,43.0,20,299.98,2015-10-01 00:00:00+01:00,3,0,141.0,0,0
1,0.8024575385251361,0.0474303923682031,46.0,29,64,1,0,34,725.0,7.0,3,18.20601,-66.370514,1,1458,48,10261.506,2015-09-15 00:00:00+01:00,0.0024,0.01,0.0200954773869346,0.5,0.25,99.96,0.047653298835705,52.346577,22,81,1,46.0,63,49.98,2015-10-06 00:00:00+01:00,0,1,21.0,0,1
1,0.794416447879108,0.0888565888319543,29.0,37,257,0,0,38,79911.305,5.0,6,33.428104,-110.25475,2,1506,18,5958.257,2015-05-03 00:00:00+01:00,0.034,0.09,0.0150753768844221,0.1,1.0,199.98,0.089258235446313,19.294529,12,700,1,30.0,97,39.99,,3,0,11.0,0,0
2,0.8072450256068714,0.1245215478526219,46.0,29,64,1,0,34,725.0,7.0,3,18.218084,-66.370514,2,2164,104,9535.806,2017-09-02 00:00:00+01:00,0.0,0.0,0.0200954773869346,0.28,1.0,249.9,0.1265148771021992,66.98777,3,694,5,46.0,63,49.98,2017-04-24 00:00:00+01:00,3,-1,-131.0,0,0
1,0.8196872989918013,0.130784281735383,17.0,12,250,0,1,2,84657.89,4.0,0,33.04255,-105.0018,1,451,48,937.0553,,0.065,0.1,0.0251256281407035,0.47,1.0,299.95,0.1327143492884864,131.18056,22,494,1,17.0,67,59.99,,3,-1,11.0,0,1
2,0.8236641320074409,0.1778949725176316,45.0,18,64,1,0,34,725.0,7.0,3,18.200294,-66.37059,1,709,68,3968.0889,2017-08-07 00:00:00+01:00,0.104,0.13,0.1959748743718593,0.45,0.0,399.98,0.178261319534282,143.62001,10,268,5,45.0,23,399.98,2017-04-30 00:00:00+01:00,3,1,-99.0,0,1
3,0.7958929550099901,0.0220739183542964,17.0,12,64,1,2,34,725.0,4.0,0,18.234215,-66.37062,2,974,90,10817.873,2017-05-03 00:00:00+01:00,0.012,0.1,0.0251256281407035,0.37,0.0,59.99,0.0240388077619663,23.749012,3,935,6,17.0,67,59.99,2017-04-20 00:00:00+01:00,2,1,-13.0,0,1
1,0.8007075885905887,0.0718910571003956,48.0,45,285,0,0,38,78225.71,7.0,3,27.850342,-98.31096,2,2169,40,4949.621,2015-05-24 00:00:00+01:00,0.104,0.25,0.0954773869346733,0.29,0.0,199.99,0.0721914618369987,45.0216,3,778,1,48.0,66,199.99,,3,1,11.0,0,0
1,0.7878617201387135,0.0888565888319543,17.0,12,148,0,0,3,92646.56,4.0,0,35.090958,-119.82418,2,888,107,3449.6938,2017-05-24 00:00:00+01:00,0.0104,0.03,0.0251256281407035,-0.1,0.5,179.97,0.0865906649417852,-7.2937455,12,304,1,17.0,67,59.99,2017-09-25 00:00:00+01:00,3,1,124.0,0,0
2,0.7845893574168064,0.0577897046818438,18.0,33,343,0,2,29,10466.183,4.0,0,40.665485,-73.99443,1,1905,52,790.6641,2015-08-27 00:00:00+01:00,0.013,0.05,0.0603015075376884,-0.2,0.0,129.99,0.0613397386804657,-32.464123,22,519,5,18.0,52,129.99,2015-08-01 00:00:00+01:00,0,1,-26.0,0,0
0,0.7947689320901178,0.0198305031180989,13.0,6,102,0,1,43,46229.6,3.0,5,36.03869,-89.93489,1,405,97,3337.1714,2015-09-08 00:00:00+01:00,0.0156,0.15,0.0201055276381909,0.36,0.0,50.0,0.0199805304010349,16.915918,22,460,0,13.0,104,59.99,2015-08-06 00:00:00+01:00,3,1,-33.0,0,1
0,0.8013916725994994,0.0528767779932161,18.0,33,353,0,1,42,60616.355,4.0,0,44.52237,-96.07943,0,2034,33,6200.054,,0.036,0.15,0.0603015075376884,0.45,0.0,129.99,0.0526261319534282,44.34467,5,111,0,18.0,52,129.99,2017-06-13 00:00:00+01:00,3,-1,11.0,0,1
3,0.8012919856234068,0.1350829321024451,43.0,9,441,0,0,29,11377.06,7.0,3,40.730297,-71.2393,2,1367,90,1843.119,,0.048,0.08450857,0.1457236180904522,0.17,0.0,299.98,0.1428140025873221,47.504017,3,341,4,43.0,20,299.98,,0,1,11.0,0,0
3,0.7998573938405714,0.196531996836978,9.0,10,85,0,1,13,60614.67,3.0,5,41.765835,-90.27728,1,802,142,6999.997,,0.0192,0.04,0.0452261306532663,0.08,0.75,399.96,0.1968900388098318,40.960785,10,281,4,9.0,57,99.99,,3,-1,11.0,0,0
1,0.8078063776037481,0.0785066726847412,48.0,45,280,0,0,3,90050.38,7.0,3,34.114594,-118.27612,4,2008,143,11261.274,2016-04-21 00:00:00+01:00,0.064,0.16,0.0954773869346733,0.46,0.0,199.99,0.0809722121604139,66.19869,6,633,1,48.0,66,199.99,2016-04-15 00:00:00+01:00,3,1,-6.0,0,1
1,0.8079072640837792,0.0938486193349152,48.0,45,442,0,0,9,33312.992,7.0,3,33.538754,-90.34661,1,1989,52,8763.479,2017-08-20 00:00:00+01:00,0.026,0.07,0.0954773869346733,0.38,0.0,199.99,0.0939197930142302,75.93542,22,747,1,48.0,66,199.99,2017-04-27 00:00:00+01:00,0,1,-115.0,0,1
